SIC5L1;SIC5L2;SIC5L3;SIC5L4;SIC5L5;SIC7L1;SIC7L2;SIC7L3;SIC7L4;SIC7L5 ;Level 5 text description
3;32;323;3239;32399;C;17;170;1709;17090;Masking tape manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Napkin liners manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Packaging paper manufacturing cut from scrap bulk roll
3;32;323;3239;32399;C;17;170;1709;17090;Paper articles of apparel manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper bobbins manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper caps manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper conversion
3;32;323;3239;32399;C;17;170;1709;17090;Paper cordage manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper cups manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper diecutting
3;32;323;3239;32399;C;17;170;1709;17090;Paper dishes manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper drinking straw manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper fibre candelabra manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper filter blocks manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper gasket manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper handkerchief manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper hat manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper label manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper label printing (not by printer)
3;32;323;3239;32399;C;17;170;1709;17090;Paper lace article manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper mats manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper mount manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper napkins and napkin liners for babies manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper or paperboard cone manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper pattern manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper pulp filter block manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper pulp, tray manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper serviettes manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper shell manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper slabs manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper spools manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper tablecloth manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper tag manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper tissue manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper towels manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper trays manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper twine manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Paper washers manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Papetery manufacturing (papaterie - fancy paper goods)
3;32;323;3239;32399;C;17;170;1709;17090;Papier mache product manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Pattern paper manufacturing (not in rolls - in pieces)
3;32;323;3239;32399;C;17;170;1709;17090;Perforated music roll manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Photo mount, paper, manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Photograph folder manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Plates of paper pulp manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Playing card cut stock manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Pulp plate manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Pulp utensil manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Sanitary towels, paper, manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Stencilling paper manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Tampons (paper) manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Textile machine card manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Tissues or sanitary paper manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Toilet paper manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Wallcovering manufacturing (paper)
3;32;323;3239;32399;C;17;170;1709;17090;Wallpaper manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Wallpaper stock manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Wrapping paper manufacturing (already cut)
3;32;323;3239;32399;C;17;170;1709;17090;Writing or other graphic papers manufacturing
3;32;323;3239;32399;C;17;170;1709;17090;Xmas cracker manufacturing
3;32;325;3251;32510;C;17;170;1709;17090;Album manufacturing
3;32;325;3251;32510;C;17;170;1709;17090;Diary manufacturing
3;39;392;3929;39299;C;17;170;1709;17090;Paper flower manufacturing
3;32;324;3241;32410;C;18;181;1811;18110;Book printing
3;32;324;3241;32410;C;18;181;1811;18110;Tourist guide printing
3;32;324;3249;32490;C;18;181;1811;18110;Account book printing
3;32;324;3249;32490;C;18;181;1811;18110;Printing of calendars
3;32;325;3251;32510;C;18;181;1811;18110;Printing directly onto textiles, plastic, glass, metal, wood and ceramics (for silk-screen printing on textiles and wearing apparel, see 1313)
3;32;325;3251;32510;C;18;181;1811;18110;Printing of advertising catalogues
3;32;325;3251;32510;C;18;181;1811;18110;Printing of advertising prints
3;32;325;3251;32510;C;18;181;1811;18110;Printing of brochures
3;32;325;3251;32510;C;18;181;1811;18110;Printing of business forms and other commercial printed matter
3;32;325;3251;32510;C;18;181;1811;18110;Printing of diaries
3;32;325;3251;32510;C;18;181;1811;18110;Printing of documents of title, cheques and other security papers
3;32;325;3251;32510;C;18;181;1811;18110;Printing of maps
3;32;325;3251;32510;C;18;181;1811;18110;Printing of music and music manuscripts
3;32;325;3251;32510;C;18;181;1811;18110;Printing of personal stationery and other printed matter by letterpress, offset, photogravure, flexographic and other printing presses, duplication machines, computer printers, embossers etc. including quick printing (for photocopying of documents, see 8219) (for silk-screen printing on textiles and wearing apparel, see 1313)
3;32;325;3251;32510;C;18;181;1811;18110;Printing of postage stamps
3;32;325;3251;32510;C;18;181;1811;18110;Printing of prospectuses
3;32;325;3251;32510;C;18;181;1811;18110;Printing of taxation stamps
3;32;325;3251;32510;C;18;181;1811;18110;Printing on labels or tags (lithographic, gravure printing, flexographic printing, other)
3;31;312;3121;31219;C;18;181;1811;18110;Stamping on fabric articles for the textile trade
3;32;323;3239;32399;C;18;181;1811;18110;Printing of flexographic gummed label
3;32;323;3239;32399;C;18;181;1811;18110;Sheets, rolls and dials printed for self-recording apparatus manufacturing
3;32;324;3241;32410;C;18;181;1811;18110;Chart paper printing
3;32;324;3241;32410;C;18;181;1811;18110;Diary printing
3;32;324;3241;32410;C;18;181;1811;18110;Geographical book printing
3;32;324;3241;32410;C;18;181;1811;18110;Pamphlet printing
3;32;324;3241;32410;C;18;181;1811;18110;Sheet music printing
3;32;324;3241;32410;C;18;181;1811;18110;Text book printing
3;32;324;3242;32420;C;18;181;1811;18110;Magazine printing
3;32;324;3242;32420;C;18;181;1811;18110;Newspaper printing
3;32;324;3242;32420;C;18;181;1811;18110;Periodical printing
3;32;324;3242;32420;C;18;181;1811;18110;Trade journal printing
3;32;324;3249;32490;C;18;181;1811;18110;Advertising poster printing
3;32;324;3249;32490;C;18;181;1811;18110;Almanac printing
3;32;324;3249;32490;C;18;181;1811;18110;Calendar printing
3;32;324;3249;32490;C;18;181;1811;18110;Card printing
3;32;324;3249;32490;C;18;181;1811;18110;Catalogue printing
3;32;324;3249;32490;C;18;181;1811;18110;Christmas card printing
3;32;324;3249;32490;C;18;181;1811;18110;Colour printing
3;32;324;3249;32490;C;18;181;1811;18110;Commercial printing
3;32;324;3249;32490;C;18;181;1811;18110;Directory printing
3;32;324;3249;32490;C;18;181;1811;18110;Greeting card printing
3;32;324;3249;32490;C;18;181;1811;18110;Poster printing
3;32;325;3251;32510;C;18;181;1811;18110;Advertising poster, lithographed, manufacturing
3;32;325;3251;32510;C;18;181;1811;18110;Album printing
3;32;325;3251;32510;C;18;181;1811;18110;Almanac manufacturing
3;32;325;3251;32510;C;18;181;1811;18110;Art printing
3;32;325;3251;32510;C;18;181;1811;18110;Atlas lithographing
3;32;325;3251;32510;C;18;181;1811;18110;Atlas printing
3;32;325;3251;32510;C;18;181;1811;18110;Bank note printing (SA mint)
3;32;325;3251;32510;C;18;181;1811;18110;Book embossing
3;32;325;3251;32510;C;18;181;1811;18110;Book printing (for others)
3;32;325;3251;32510;C;18;181;1811;18110;Braille printing
3;32;325;3251;32510;C;18;181;1811;18110;Business forms printing on account of stationers
3;32;325;3251;32510;C;18;181;1811;18110;Calender lithographing
3;32;325;3251;32510;C;18;181;1811;18110;Calender printing
3;32;325;3251;32510;C;18;181;1811;18110;Card index system printing on a commission basis
3;32;325;3251;32510;C;18;181;1811;18110;Card, playing, printing on commission basis
3;32;325;3251;32510;C;18;181;1811;18110;Cheque book printing
3;32;325;3251;32510;C;18;181;1811;18110;Chrome printing
3;32;325;3251;32510;C;18;181;1811;18110;Collotype printing
3;32;325;3251;32510;C;18;181;1811;18110;Commercial lithographing
3;32;325;3251;32510;C;18;181;1811;18110;Commercial printing
3;32;325;3251;32510;C;18;181;1811;18110;Computer cut letter printing
3;32;325;3251;32510;C;18;181;1811;18110;Copying braille
3;32;325;3251;32510;C;18;181;1811;18110;Electro-typing (printing)
3;32;325;3251;32510;C;18;181;1811;18110;Engraving on textile printing roll
3;32;325;3251;32510;C;18;181;1811;18110;Envelope printing
3;32;325;3251;32510;C;18;181;1811;18110;Etching steel and copper plate printing
3;32;325;3251;32510;C;18;181;1811;18110;Graph paper printing
3;32;325;3251;32510;C;18;181;1811;18110;Greeting card manufacturing (printing)
3;32;325;3251;32510;C;18;181;1811;18110;Hydrographic chart printing
3;32;325;3251;32510;C;18;181;1811;18110;Intaglio printing
3;32;325;3251;32510;C;18;181;1811;18110;Job printing
3;32;325;3251;32510;C;18;181;1811;18110;Letterpress printing
3;32;325;3251;32510;C;18;181;1811;18110;Map printing
3;32;325;3251;32510;C;18;181;1811;18110;Music printing
3;32;325;3251;32510;C;18;181;1811;18110;Newspaper printing
3;32;325;3251;32510;C;18;181;1811;18110;Offset printing
3;32;325;3251;32510;C;18;181;1811;18110;Pamphlet printing
3;32;325;3251;32510;C;18;181;1811;18110;Paper cutting (part of printing)
3;32;325;3251;32510;C;18;181;1811;18110;Paper imprinting
3;32;325;3251;32510;C;18;181;1811;18110;Paper label printing (on fee or contract basis)
3;32;325;3251;32510;C;18;181;1811;18110;Paper ruling
3;32;325;3251;32510;C;18;181;1811;18110;Paper screen printing
3;32;325;3251;32510;C;18;181;1811;18110;Paper seal printing
3;32;325;3251;32510;C;18;181;1811;18110;Paper tag printing
3;32;325;3251;32510;C;18;181;1811;18110;Photo offset printing
3;32;325;3251;32510;C;18;181;1811;18110;Photogravure printing
3;32;325;3251;32510;C;18;181;1811;18110;Picture post card lithographing
3;32;325;3251;32510;C;18;181;1811;18110;Playing card printing
3;32;325;3251;32510;C;18;181;1811;18110;Postage stamp printing
3;32;325;3251;32510;C;18;181;1811;18110;Printed showcard printing
3;32;325;3251;32510;C;18;181;1811;18110;Printing of albums (on a fee or contract basis)
3;32;325;3251;32510;C;18;181;1811;18110;Printing of atlases
3;32;325;3251;32510;C;18;181;1811;18110;Printing of books
3;32;325;3251;32510;C;18;181;1811;18110;Printing of business forms (on a fee or contract basis)
3;32;325;3251;32510;C;18;181;1811;18110;Printing of catalogues (on a fee or contract basis)
3;32;325;3251;32510;C;18;181;1811;18110;Printing of currency on account of government (on a fee or contract basis)
3;32;325;3251;32510;C;18;181;1811;18110;Printing of diaries (on a fee or contract basis)
3;32;325;3251;32510;C;18;181;1811;18110;Printing of info or text onto cards
3;32;325;3251;32510;C;18;181;1811;18110;Printing of journals
3;32;325;3251;32510;C;18;181;1811;18110;Printing of magazines
3;32;325;3251;32510;C;18;181;1811;18110;Printing of maps manufacturing
3;32;325;3251;32510;C;18;181;1811;18110;Printing of music pamphlets
3;32;325;3251;32510;C;18;181;1811;18110;Printing of newspapers
3;32;325;3251;32510;C;18;181;1811;18110;Printing of other material for others on a fee or contract basis
3;32;325;3251;32510;C;18;181;1811;18110;Printing of periodicals
3;32;325;3251;32510;C;18;181;1811;18110;Printing of playing cards
3;32;325;3251;32510;C;18;181;1811;18110;Printing of postage (on a fee or contract basis)
3;32;325;3251;32510;C;18;181;1811;18110;Printing of posters
3;32;325;3251;32510;C;18;181;1811;18110;Printing of revenue stamps (on a fee or contract basis on account of government)
3;32;325;3251;32510;C;18;181;1811;18110;Printing on a fee or contract basis
3;32;325;3251;32510;C;18;181;1811;18110;Printing on clothing (on a fee or contract basis)
3;32;325;3251;32510;C;18;181;1811;18110;Printing on glass (on a fee or contract basis)
3;32;325;3251;32510;C;18;181;1811;18110;Printing on metals (on a fee or contract basis)
3;32;325;3251;32510;C;18;181;1811;18110;Printing on plastics (on a fee or contract basis)
3;32;325;3251;32510;C;18;181;1811;18110;Printing on textiles (on a fee or contract basis)
3;32;325;3251;32510;C;18;181;1811;18110;Programme printing
3;32;325;3251;32510;C;18;181;1811;18110;Ready print manufacturing
3;32;325;3251;32510;C;18;181;1811;18110;Reproducing material by thermocopiers
3;32;325;3251;32510;C;18;181;1811;18110;Reproducing printed material (manufacturing)
3;32;325;3251;32510;C;18;181;1811;18110;Seal printing or lithographing
3;32;325;3251;32510;C;18;181;1811;18110;Souvenir card printing
3;32;325;3251;32510;C;18;181;1811;18110;Specialty printing
3;32;325;3251;32510;C;18;181;1811;18110;Stationery printing
3;32;325;3251;32510;C;18;181;1811;18110;Stereotyping services
3;32;325;3251;32510;C;18;181;1811;18110;Tabulating machine card printing
3;32;325;3251;32510;C;18;181;1811;18110;Tag lithographing (manufacturing)
3;32;325;3251;32510;C;18;181;1811;18110;Telephone directory printing
3;32;325;3251;32510;C;18;181;1811;18110;Theatrical programme printing
3;32;325;3251;32510;C;18;181;1811;18110;Ticket printing
3;32;325;3251;32510;C;18;181;1811;18110;Transfer design printing
3;32;325;3251;32510;C;18;181;1811;18110;Vandyke printing
3;32;325;3251;32510;C;18;181;1811;18110;Wrapper lithographing
3;32;325;3251;32510;C;18;181;1811;18110;Wrapper printing
3;32;325;3252;32520;C;18;181;1811;18110;Photo lithographing
9;99;990;9901;99010;C;18;181;1811;18110;Laundromat paying cards supply and printing as ancillary activity to service providing
3;32;325;3252;32520;C;18;181;1812;18120;Artistic work including preparation of litho stones
3;32;325;3252;32520;C;18;181;1812;18120;Artistic work including preparation of prepared woodblocks
3;32;325;3252;32520;C;18;181;1812;18120;Binding of printed sheets, e.g. into books, brochures, magazines, catalogues etc., by folding, assembling, stitching, gluing, collating, basting, adhesive binding, trimming, gold stamping
3;32;325;3252;32520;C;18;181;1812;18120;Braille copying
3;32;325;3252;32520;C;18;181;1812;18120;Design of printing products e.g. sketches, layouts, dummies etc
3;32;325;3252;32520;C;18;181;1812;18120;Engraving of cylinders for gravure
3;32;325;3252;32520;C;18;181;1812;18120;Etching of cylinders for gravure
3;32;325;3252;32520;C;18;181;1812;18120;Graphic activities such as die-sinking or die-stamping, punching and drilling, embossing, varnishing and laminating, collating and insetting and creasing
3;32;325;3252;32520;C;18;181;1812;18120;Plate processes direct to plate (also photopolymer plates)
3;32;325;3252;32520;C;18;181;1812;18120;Plate-making services including image-setting and plate-setting (for the printing processes letterpress and offset)
3;32;325;3252;32520;C;18;181;1812;18120;Preparation of dies for relief printing
3;32;325;3252;32520;C;18;181;1812;18120;Preparation of plates for relief printing
3;32;325;3252;32520;C;18;181;1812;18120;Pre-press data input including optical character recognition
3;32;325;3252;32520;C;18;181;1812;18120;Pre-press data input including scanning
3;32;325;3252;32520;C;18;181;1812;18120;Production of reprographic products
3;32;325;3252;32520;C;18;181;1812;18120;Service activities related to printing
3;32;325;3252;32520;C;18;181;1812;18120;Services activities related to printing: electronic make-up
3;32;325;3252;32520;C;18;181;1812;18120;Services activities related to printing: preparation of plates  for relief stamping
3;32;325;3252;32520;C;18;181;1812;18120;Services activities related to printing: production of proofs
3;32;325;3252;32520;C;18;181;1812;18120;Services activities related to printing: reparation of dies for relief stamping
3;32;325;3252;32520;C;18;181;1812;18120;Services activities related to printing: typesetting,  phototypesetting and composition
3;32;325;3251;32510;C;18;181;1812;18120;Advertisement typesetting
3;32;325;3251;32510;C;18;181;1812;18120;Calender engraving
3;32;325;3251;32510;C;18;181;1812;18120;Copper plate printing
3;32;325;3251;32510;C;18;181;1812;18120;Embossed paper label printing
3;32;325;3251;32510;C;18;181;1812;18120;Forme making
3;32;325;3251;32510;C;18;181;1812;18120;Paper embossing
3;32;325;3251;32510;C;18;181;1812;18120;Photo engraving
3;32;325;3251;32510;C;18;181;1812;18120;Photo typesetting
3;32;325;3251;32510;C;18;181;1812;18120;Picture post card engraving
3;32;325;3251;32510;C;18;181;1812;18120;Postage stamp perforating
3;32;325;3251;32510;C;18;181;1812;18120;Process engraving
3;32;325;3251;32510;C;18;181;1812;18120;Relief stamping
3;32;325;3251;32510;C;18;181;1812;18120;Rotary photogravure printing
3;32;325;3251;32510;C;18;181;1812;18120;Rotogravure printing
3;32;325;3251;32510;C;18;181;1812;18120;Security certificate engraving
3;32;325;3251;32510;C;18;181;1812;18120;Stationary engraving and plate printing
3;32;325;3251;32510;C;18;181;1812;18120;Steel line engraving for printing purposes
3;32;325;3251;32510;C;18;181;1812;18120;Typesetting (by machine or hand)
3;32;325;3251;32510;C;18;181;1812;18120;Typography
3;32;325;3252;32520;C;18;181;1812;18120;Album book binding
3;32;325;3252;32520;C;18;181;1812;18120;Bindery activity
3;32;325;3252;32520;C;18;181;1812;18120;Book and paper bronzing manufacturing
3;32;325;3252;32520;C;18;181;1812;18120;Book and paper gilding and edging manufacturing
3;32;325;3252;32520;C;18;181;1812;18120;Book edging
3;32;325;3252;32520;C;18;181;1812;18120;Book gilding
3;32;325;3252;32520;C;18;181;1812;18120;Book rebinding
3;32;325;3252;32520;C;18;181;1812;18120;Bookbinding services
3;32;325;3252;32520;C;18;181;1812;18120;Brass plate engraving
3;32;325;3252;32520;C;18;181;1812;18120;Colour separation film manufacturing (printing service)
3;32;325;3252;32520;C;18;181;1812;18120;Colour separation service (printing)
3;32;325;3252;32520;C;18;181;1812;18120;Composition letterpress offset printing and binding
3;32;325;3252;32520;C;18;181;1812;18120;Electrotype plate manufacturing
3;32;325;3252;32520;C;18;181;1812;18120;Gold blocking
3;32;325;3252;32520;C;18;181;1812;18120;Gold stamping on books
3;32;325;3252;32520;C;18;181;1812;18120;Grained or prepared lithoplate manufacturing
3;32;325;3252;32520;C;18;181;1812;18120;Halftone engraving
3;32;325;3252;32520;C;18;181;1812;18120;Heraldic seal engraving
3;32;325;3252;32520;C;18;181;1812;18120;Impressed lithographic stones production
3;32;325;3252;32520;C;18;181;1812;18120;Impressed media for use in printing in another unit production
3;32;325;3252;32520;C;18;181;1812;18120;Library book binders
3;32;325;3252;32520;C;18;181;1812;18120;Linotype machine composition for the trade
3;32;325;3252;32520;C;18;181;1812;18120;Linotyping services
3;32;325;3252;32520;C;18;181;1812;18120;Lithographic plate-making service
3;32;325;3252;32520;C;18;181;1812;18120;Machine composition for the trade
3;32;325;3252;32520;C;18;181;1812;18120;Map and sample mounting manufacturing
3;32;325;3252;32520;C;18;181;1812;18120;Pamphlet binding
3;32;325;3252;32520;C;18;181;1812;18120;Paper bronzing
3;32;325;3252;32520;C;18;181;1812;18120;Paper edging
3;32;325;3252;32520;C;18;181;1812;18120;Paper gilding
3;32;325;3252;32520;C;18;181;1812;18120;Photo engraving plate manufacturing
3;32;325;3252;32520;C;18;181;1812;18120;Photo process engraving
3;32;325;3252;32520;C;18;181;1812;18120;Plate printing
3;32;325;3252;32520;C;18;181;1812;18120;Prepared printing cylinders production
3;32;325;3252;32520;C;18;181;1812;18120;Prepared printing plates production
3;32;325;3252;32520;C;18;181;1812;18120;Printing trade services
3;32;325;3252;32520;C;18;181;1812;18120;Process block making
3;32;325;3252;32520;C;18;181;1812;18120;Process plate manufacturing
3;32;325;3252;32520;C;18;181;1812;18120;Relief platemaking services
3;32;325;3252;32520;C;18;181;1812;18120;Rotogravure printing plate preparing
3;32;325;3252;32520;C;18;181;1812;18120;Screen printing positive manufacturing
3;32;325;3252;32520;C;18;181;1812;18120;Souvenir card engraving
3;32;325;3252;32520;C;18;181;1812;18120;Souvenir card lithographing
3;32;325;3252;32520;C;18;181;1812;18120;Swatch mounting manufacturing (printing)
3;32;325;3252;32520;C;18;181;1812;18120;Ticket lithographing
3;32;325;3252;32520;C;18;181;1812;18120;Transfer design lithographing
3;32;325;3252;32520;C;18;181;1812;18120;Woodcut (manufacturing) for printing purpose
3;39;392;3929;39294;C;18;181;1812;18120;Embossed metal sign manufacturing
3;39;392;3929;39294;C;18;181;1812;18120;License plate number manufacturing
3;39;392;3929;39294;C;18;181;1812;18120;Metal sign engraving as part of manufactured sign
3;39;392;3929;39294;C;18;181;1812;18120;Motor vehicle license number plate manufacturing
3;39;392;3929;39294;C;18;181;1812;18120;Name plate manufacturing
3;39;392;3929;39294;C;18;181;1812;18120;Number plates manufacturing
3;39;392;3929;39295;C;18;181;1812;18120;Sandblasting on glass
3;39;392;3929;39295;C;18;181;1812;18120;Window etching on cars
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction from master compact discs with motion pictures or other video recordings (for reproduction of motion picture film for theatrical distribution, see 5912)
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction from master copies of compact discs with music or other sound recordings (for production of master copies for records or audio material, see 5920)
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction from master copies of data on discs
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction from master copies of data on tapes
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction from master copies of gramophone records with music or other sound recordings (for production of master copies for records or audio material, see 5920)
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction from master copies of records with motion pictures or other video recordings (for  reproduction of motion picture film for theatrical distribution, see 5912)
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction from master copies of software on discs
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction from master copies of software on tapes
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction from master copies of tapes with motion pictures or other video recordings (for reproduction of motion picture film for theatrical distribution, see 5912)
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction from master copies of tapes with music or other sound recordings (for production of master copies for records or audio material, see 5920)
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction of recorded media
3;32;326;3260;32600;C;18;182;1820;18200;Video copying services
3;32;324;3243;32430;C;18;182;1820;18200;Pre-recorded audio tape publishing
3;32;324;3243;32430;C;18;182;1820;18200;Pre-recorded computer disks publishing
3;32;324;3243;32430;C;18;182;1820;18200;Pre-recorded computer tape publishing
3;32;324;3243;32430;C;18;182;1820;18200;Pre-recorded magnetic tape publishing
3;32;324;3243;32430;C;18;182;1820;18200;Pre-recorded video tape publishing
3;32;326;3260;32600;C;18;182;1820;18200;Audio tape reproduction
3;32;326;3260;32600;C;18;182;1820;18200;Cassette tape, recorded, reproduction
3;32;326;3260;32600;C;18;182;1820;18200;Compact disk reproduction (recorded)
3;32;326;3260;32600;C;18;182;1820;18200;Credit card/smartcard printing by mass recording or loading of electronically stored information onto cards (with magnet strip or chip), including identification cards and payment cards for canteens, toll road, etc
3;32;326;3260;32600;C;18;182;1820;18200;Film duplicating manufacturing
3;32;326;3260;32600;C;18;182;1820;18200;Music cassette reproducing
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction of audio tapes
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction of compact disks
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction of computer tapes
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction of floppy disks
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction of hard disks
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction of non-customised software
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction of records
3;32;326;3260;32600;C;18;182;1820;18200;Reproduction of video tapes
3;33;331;3310;33100;C;19;191;1910;19100;Agglomeration of coke
3;33;331;3310;33100;C;19;191;1910;19100;Manufacture of coke oven products
3;33;331;3310;33100;C;19;191;1910;19100;Operation of coke ovens
3;33;331;3310;33100;C;19;191;1910;19100;Production of coke and semi-coke
3;33;331;3310;33100;C;19;191;1910;19100;Production of coke oven gas
3;33;331;3310;33100;C;19;191;1910;19100;Production of crude coal
3;33;331;3310;33100;C;19;191;1910;19100;Production of lignite tars
3;33;331;3310;33100;C;19;191;1910;19100;Production of pitch and pitch coke
3;33;331;3310;33100;C;19;191;1910;19100;Asphalt manufacturing
3;33;331;3310;33100;C;19;191;1910;19100;Asphalt materials manufacturing from purchased coal or lignite
3;33;331;3310;33100;C;19;191;1910;19100;Charcoal production (coke oven product)
3;33;331;3310;33100;C;19;191;1910;19100;Coal distillation
3;33;331;3310;33100;C;19;191;1910;19100;Coal tar manufacturing (residual product of coke oven)
3;33;331;3310;33100;C;19;191;1910;19100;Coke agglomeration
3;33;331;3310;33100;C;19;191;1910;19100;Coke manufacturing not at mining site
3;33;331;3310;33100;C;19;191;1910;19100;Coke ovens operations
3;33;331;3310;33100;C;19;191;1910;19100;Coke/semi-coke production
3;33;331;3310;33100;C;19;191;1910;19100;Packaged fuel (from coal)
3;33;331;3310;33100;C;19;191;1910;19100;Pitch manufacturing (residual product of coke oven)
3;33;331;3310;33100;C;19;191;1910;19100;Processing and supply of fly ash for construction industry (by-product from coke plant)
3;33;331;3310;33100;C;19;191;1910;19100;Refined tar manufacturing
3;33;331;3310;33100;C;19;191;1910;19100;Retort carbon manufacturing
3;33;331;3310;33100;C;19;191;1910;19100;Roofing asphalt manufacturing
3;33;331;3310;33100;C;19;191;1910;19100;Tar and asphalt mixture manufacturing
3;33;331;3310;33100;C;19;191;1910;19100;Tar manufacturing
3;33;331;3310;33100;C;19;191;1910;19100;Tar paper manufacturing
3;33;331;3310;33100;C;19;191;1910;19100;Tar product manufacturing
3;33;331;3310;33100;C;19;192;1920;19200;Manufacture of hard-coal fuel briquettes
3;33;331;3310;33100;C;19;192;1920;19200;Manufacture of lignite fuel briquettes
3;33;331;3310;33100;C;19;192;1920;19200;Manufacture of products for road coverings
3;33;332;3321;33210;C;19;192;1920;19200;Manufacture of oil-based lubricating oils or greases, including from waste oil
3;33;332;3321;33210;C;19;192;1920;19200;Production of fuel: light, medium and heavy fuel oil, refinery gases such as ethane, propane, butane etc
3;33;332;3321;33210;C;19;192;1920;19200;Production of motor fuel: gasoline, kerosene etc
3;33;332;3322;33220;C;19;192;1920;19200;Manufacture of petroleum briquettes
3;33;332;3325;33250;C;19;192;1920;19200;Blending of biofuels, i.e. blending of alcohols with petroleum (e.g. gasohol)
2;22;221;2211;22110;C;19;192;1920;19200;Natural liquified hydrocarbons production (refineries)
3;33;331;3310;33100;C;19;192;1920;19200;Briquette manufacturing (from purchased coal or lignite)
3;33;331;3310;33100;C;19;192;1920;19200;Coal brick manufacturing at coke ovens
3;33;331;3310;33100;C;19;192;1920;19200;Fuel brick manufacturing
3;33;331;3310;33100;C;19;192;1920;19200;Fuel briquette manufacturing
3;33;331;3310;33100;C;19;192;1920;19200;Igniting briquettes from purchased coal or lignite
3;33;332;3321;33210;C;19;192;1920;19200;Automotive fuel manufacturing from crude oil
3;33;332;3321;33210;C;19;192;1920;19200;Benzene manufacturing (petroleum refinery product)
3;33;332;3321;33210;C;19;192;1920;19200;Benzol manufacturing (petroleum refinery product)
3;33;332;3321;33210;C;19;192;1920;19200;Bitumen crude petroleum manufacturing
3;33;332;3321;33210;C;19;192;1920;19200;Butane manufacturing (a gaseous fuel)
