SIC5L1;SIC5L2;SIC5L3;SIC5L4;SIC5L5;SIC7L1;SIC7L2;SIC7L3;SIC7L4;SIC7L5 ;Level 5 text description
9;99;999;9999;99991;;00;000;0000;00000;Registered Directors of companies/ Members of Close Corporations/ Trusts, etc
9;99;999;9999;99992;;00;000;0000;00000;Individuals registered at SARS as individual with business but not own a business
9;99;999;9999;99993;;00;000;0000;00000;Foreign businesses registered at SARS for VAT for the purpose of claiming custom and excise duty for exporting products into South Africa
9;99;999;9999;99999;;00;000;0000;00000;DEPOT, ALL KINDS OF DEPOTS, INCLUDING BANKS
1;11;111;1111;11110;A;01;011;0111;01110;Growing of cereals (except rice), leguminous crops and oil seeds
1;11;111;1111;11110;A;01;011;0111;01110;Growing of cereals: barley
1;11;111;1111;11110;A;01;011;0111;01110;Growing of cereals: grain maize
1;11;111;1111;11110;A;01;011;0111;01110;Growing of cereals: millets
1;11;111;1111;11110;A;01;011;0111;01110;Growing of cereals: oats
1;11;111;1111;11110;A;01;011;0111;01110;Growing of cereals: rye
1;11;111;1111;11110;A;01;011;0111;01110;Growing of cereals: sorghum
1;11;111;1111;11110;A;01;011;0111;01110;Growing of cereals: wheat
1;11;111;1111;11110;A;01;011;0111;01110;Growing of leguminous crops: beans
1;11;111;1111;11110;A;01;011;0111;01110;Growing of leguminous crops: broad beans
1;11;111;1111;11110;A;01;011;0111;01110;Growing of leguminous crops: chick peas
1;11;111;1111;11110;A;01;011;0111;01110;Growing of leguminous crops: cow peas
1;11;111;1111;11110;A;01;011;0111;01110;Growing of leguminous crops: lentils
1;11;111;1111;11110;A;01;011;0111;01110;Growing of leguminous crops: lupins
1;11;111;1111;11110;A;01;011;0111;01110;Growing of leguminous crops: peas
1;11;111;1111;11110;A;01;011;0111;01110;Growing of leguminous crops: pigeon peas
1;11;111;1111;11110;A;01;011;0111;01110;Growing of oil seeds: castor bean 
1;11;111;1111;11110;A;01;011;0111;01110;Growing of oil seeds: groundnuts
1;11;111;1111;11110;A;01;011;0111;01110;Growing of oil seeds: linseed
1;11;111;1111;11110;A;01;011;0111;01110;Growing of oil seeds: mustard seed
1;11;111;1111;11110;A;01;011;0111;01110;Growing of oil seeds: niger seed
1;11;111;1111;11110;A;01;011;0111;01110;Growing of oil seeds: rapeseed
1;11;111;1111;11110;A;01;011;0111;01110;Growing of oil seeds: safflower seed
1;11;111;1111;11110;A;01;011;0111;01110;Growing of oil seeds: sesame seed
1;11;111;1111;11110;A;01;011;0111;01110;Growing of oil seeds: soya beans
1;11;111;1111;11110;A;01;011;0111;01110;Growing of oil seeds: sunflower seed
1;11;111;1111;11110;A;01;011;0111;01110;Growing of other cereals n.e.c
1;11;111;1111;11110;A;01;011;0111;01110;Growing of other leguminous crops
1;11;111;1111;11110;A;01;011;0111;01110;Growing of other oil seeds
1;11;111;1111;11110;A;01;011;0111;01110;Arrowroot farming
1;11;111;1111;11110;A;01;011;0111;01110;Barley growing
1;11;111;1111;11110;A;01;011;0111;01110;Beans, dried, production
1;11;111;1111;11110;A;01;011;0111;01110;Broom millet growing
1;11;111;1111;11110;A;01;011;0111;01110;Cereal grain growing
1;11;111;1111;11110;A;01;011;0111;01110;Coarse grain growing
1;11;111;1111;11110;A;01;011;0111;01110;Corn growing
1;11;111;1111;11110;A;01;011;0111;01110;Dried leguminous vegetables production
1;11;111;1111;11110;A;01;011;0111;01110;Dry field pea or field bean growing
1;11;111;1111;11110;A;01;011;0111;01110;Field pea growing
1;11;111;1111;11110;A;01;011;0111;01110;Garden pea growing
1;11;111;1111;11110;A;01;011;0111;01110;Grain crop growing
1;11;111;1111;11110;A;01;011;0111;01110;Grain sorghum growing
1;11;111;1111;11110;A;01;011;0111;01110;Growing of cereal grains
1;11;111;1111;11110;A;01;011;0111;01110;Haricot beans growing
1;11;111;1111;11110;A;01;011;0111;01110;Lentil growing
1;11;111;1111;11110;A;01;011;0111;01110;Lupin growing
1;11;111;1111;11110;A;01;011;0111;01110;Maize (except sweetcorn) growing
1;11;111;1111;11110;A;01;011;0111;01110;Oat growing
1;11;111;1111;11110;A;01;011;0111;01110;Oilseed rape growing
1;11;111;1111;11110;A;01;011;0111;01110;Oilseeds growing
1;11;111;1111;11110;A;01;011;0111;01110;Oleaginous fruit and oleaginous nuts growing
1;11;111;1111;11110;A;01;011;0111;01110;Pea growing
1;11;111;1111;11110;A;01;011;0111;01110;Peanuts growing
1;11;111;1111;11110;A;01;011;0111;01110;Peas growing (production)
1;11;111;1111;11110;A;01;011;0111;01110;Pulse growing
1;11;111;1111;11110;A;01;011;0111;01110;Rape and rape seed growing
1;11;111;1111;11110;A;01;011;0111;01110;Safflower growing
1;11;111;1111;11110;A;01;011;0111;01110;Sesame growing
1;11;111;1111;11110;A;01;011;0111;01110;Sorghum growing
1;11;111;1111;11110;A;01;011;0111;01110;Soya beans growing
1;11;111;1111;11110;A;01;011;0111;01110;Soybean growing
1;11;111;1111;11110;A;01;011;0111;01110;String bean growing
1;11;111;1111;11110;A;01;011;0111;01110;Sunflower growing
1;11;111;1111;11110;A;01;011;0111;01110;Sunflower seeds growing
1;11;111;1111;11110;A;01;011;0111;01110;Triticale growing
1;11;111;1111;11110;A;01;011;0111;01110;Wheat growing
1;11;111;1112;11120;A;01;011;0111;01110;Beans, green, growing
1;11;111;1113;11130;A;01;011;0111;01110;Mustard growing
1;11;111;1111;11110;A;01;011;0112;01120;Growing of rice
1;11;111;1111;11110;A;01;011;0112;01120;Rice growing
1;11;111;1111;11110;A;01;011;0113;01130;Growing of sugar beet
1;11;111;1112;11120;A;01;011;0113;01130;Growing of fruit bearing vegetables such as: cantaloupes
1;11;111;1112;11120;A;01;011;0113;01130;Growing of fruit bearing vegetables such as: cucumbers
1;11;111;1112;11120;A;01;011;0113;01130;Growing of fruit bearing vegetables such as: eggplants (aubergines)
1;11;111;1112;11120;A;01;011;0113;01130;Growing of fruit bearing vegetables such as: gherkins
1;11;111;1112;11120;A;01;011;0113;01130;Growing of fruit bearing vegetables such as: other melons
1;11;111;1112;11120;A;01;011;0113;01130;Growing of fruit bearing vegetables such as: pumpkin
1;11;111;1112;11120;A;01;011;0113;01130;Growing of fruit bearing vegetables such as: squash
1;11;111;1112;11120;A;01;011;0113;01130;Growing of fruit bearing vegetables such as: sweet corn
1;11;111;1112;11120;A;01;011;0113;01130;Growing of fruit bearing vegetables such as: tomatoes
1;11;111;1112;11120;A;01;011;0113;01130;Growing of fruit bearing vegetables such as: watermelons
1;11;111;1112;11120;A;01;011;0113;01130;Growing of leafy or stem vegetables: artichokes
1;11;111;1112;11120;A;01;011;0113;01130;Growing of leafy or stem vegetables: asparagus
1;11;111;1112;11120;A;01;011;0113;01130;Growing of leafy or stem vegetables: broccoli
1;11;111;1112;11120;A;01;011;0113;01130;Growing of leafy or stem vegetables: cabbages
1;11;111;1112;11120;A;01;011;0113;01130;Growing of leafy or stem vegetables: cauliflower
1;11;111;1112;11120;A;01;011;0113;01130;Growing of leafy or stem vegetables: lettuce chicory
1;11;111;1112;11120;A;01;011;0113;01130;Growing of leafy or stem vegetables: spinach
1;11;111;1112;11120;A;01;011;0113;01130;Growing of mushrooms
1;11;111;1112;11120;A;01;011;0113;01130;Growing of other fruit bearing vegetables
1;11;111;1112;11120;A;01;011;0113;01130;Growing of other leafy vegetables
1;11;111;1112;11120;A;01;011;0113;01130;Growing of other root, bulb or tuberous vegetables n.e.c
1;11;111;1112;11120;A;01;011;0113;01130;Growing of other roots and tubers
1;11;111;1112;11120;A;01;011;0113;01130;Growing of other stem vegetables
1;11;111;1112;11120;A;01;011;0113;01130;Growing of other vegetables
1;11;111;1112;11120;A;01;011;0113;01130;Growing of root, bulb or tuberous vegetables: carrots
1;11;111;1112;11120;A;01;011;0113;01130;Growing of root, bulb or tuberous vegetables: garlic
1;11;111;1112;11120;A;01;011;0113;01130;Growing of root, bulb or tuberous vegetables: leeks and other alliaceous vegetables
1;11;111;1112;11120;A;01;011;0113;01130;Growing of root, bulb or tuberous vegetables: onions (incl. shallots)
1;11;111;1112;11120;A;01;011;0113;01130;Growing of root, bulb or tuberous vegetables: turnips
1;11;111;1112;11120;A;01;011;0113;01130;Growing of roots and tubers: cassava
1;11;111;1112;11120;A;01;011;0113;01130;Growing of roots and tubers: potatoes
1;11;111;1112;11120;A;01;011;0113;01130;Growing of roots and tubers: sweet potatoes
1;11;111;1112;11120;A;01;011;0113;01130;Growing of roots and tubers: yams
1;11;111;1112;11120;A;01;011;0113;01130;Growing of truffles
1;11;111;1112;11120;A;01;011;0113;01130;Growing of vegetable seeds, except beet seeds
1;11;111;1112;11120;A;01;011;0113;01130;Growing of vegetables and melons, roots and tubers
1;11;111;1111;11110;A;01;011;0113;01130;Bean growing
1;11;111;1111;11110;A;01;011;0113;01130;Cassava growing
1;11;111;1111;11110;A;01;011;0113;01130;Chicory growing
1;11;111;1111;11110;A;01;011;0113;01130;Chicory roots growing
1;11;111;1111;11110;A;01;011;0113;01130;Roots growing
1;11;111;1111;11110;A;01;011;0113;01130;Sugar beet growing
1;11;111;1111;11110;A;01;011;0113;01130;Tubers growing - with a high starch or inulin content
1;11;111;1112;11120;A;01;011;0113;01130;Asparagus growing
1;11;111;1112;11120;A;01;011;0113;01130;Beetroot growing
1;11;111;1112;11120;A;01;011;0113;01130;Broccoli growing
1;11;111;1112;11120;A;01;011;0113;01130;Brussel sprout growing
1;11;111;1112;11120;A;01;011;0113;01130;Cabbage growing
1;11;111;1112;11120;A;01;011;0113;01130;Cantaloupe growing
1;11;111;1112;11120;A;01;011;0113;01130;Carrot growing
1;11;111;1112;11120;A;01;011;0113;01130;Cauliflower growing
1;11;111;1112;11120;A;01;011;0113;01130;Celery growing
1;11;111;1112;11120;A;01;011;0113;01130;Courgette growing (marrow)
1;11;111;1112;11120;A;01;011;0113;01130;Cress growing
1;11;111;1112;11120;A;01;011;0113;01130;Cucumbers growing
1;11;111;1112;11120;A;01;011;0113;01130;Cultivated mushroom growing
1;11;111;1112;11120;A;01;011;0113;01130;Fruit-bearing vegetables growing
1;11;111;1112;11120;A;01;011;0113;01130;Garlic growing
1;11;111;1112;11120;A;01;011;0113;01130;Gherkin growing
1;11;111;1112;11120;A;01;011;0113;01130;Hot house tomato growing
1;11;111;1112;11120;A;01;011;0113;01130;Hot house vegetable growing
1;11;111;1112;11120;A;01;011;0113;01130;Kumara growing
1;11;111;1112;11120;A;01;011;0113;01130;Leek growing
1;11;111;1112;11120;A;01;011;0113;01130;Lettuce growing
1;11;111;1112;11120;A;01;011;0113;01130;Marrow growing or gathering
1;11;111;1112;11120;A;01;011;0113;01130;Melons growing
1;11;111;1112;11120;A;01;011;0113;01130;Mushroom growing
1;11;111;1112;11120;A;01;011;0113;01130;Onion growing
1;11;111;1112;11120;A;01;011;0113;01130;Parsnip growing
1;11;111;1112;11120;A;01;011;0113;01130;Potatoes growing
1;11;111;1112;11120;A;01;011;0113;01130;Pumpkins growing
1;11;111;1112;11120;A;01;011;0113;01130;Rhizomes growing
1;11;111;1112;11120;A;01;011;0113;01130;Rhubarb growing
1;11;111;1112;11120;A;01;011;0113;01130;Silverbeet growing
1;11;111;1112;11120;A;01;011;0113;01130;Squash growing
1;11;111;1112;11120;A;01;011;0113;01130;Sweet potatoes growing
1;11;111;1112;11120;A;01;011;0113;01130;Sweetcorn growing
1;11;111;1112;11120;A;01;011;0113;01130;Tomato growing
1;11;111;1112;11120;A;01;011;0113;01130;Truffles growing
1;11;111;1112;11120;A;01;011;0113;01130;Tuberous roots growing
1;11;111;1112;11120;A;01;011;0113;01130;Turnip growing
1;11;111;1112;11120;A;01;011;0113;01130;Vegetable growing
1;11;111;1112;11120;A;01;011;0113;01130;Watercress growing
1;11;111;1112;11120;A;01;011;0113;01130;Watermelons growing
1;11;111;1111;11110;A;01;011;0114;01140;Growing of sugar cane
1;11;111;1111;11110;A;01;011;0114;01140;Sugar cane growing
1;11;111;1111;11110;A;01;011;0114;01140;Sugar cane plantation
1;11;111;1111;11110;A;01;011;0115;01150;Growing of unmanufactured tobacco
1;11;111;1111;11110;A;01;011;0115;01150;Preliminary tobacco leaf packing as part of farming
1;11;111;1111;11110;A;01;011;0115;01150;Tobacco growing
1;11;111;1111;11110;A;01;011;0116;01160;Growing of abaca
1;11;111;1111;11110;A;01;011;0116;01160;Growing of cotton
1;11;111;1111;11110;A;01;011;0116;01160;Growing of fibre crops
1;11;111;1111;11110;A;01;011;0116;01160;Growing of flax 
1;11;111;1111;11110;A;01;011;0116;01160;Growing of jute
1;11;111;1111;11110;A;01;011;0116;01160;Growing of kenaf
1;11;111;1111;11110;A;01;011;0116;01160;Growing of other fibre crops
1;11;111;1111;11110;A;01;011;0116;01160;Growing of other textile bast fibres
1;11;111;1111;11110;A;01;011;0116;01160;Growing of other textile fibre of the genus agave
1;11;111;1111;11110;A;01;011;0116;01160;Growing of other vegetable textile fibres
1;11;111;1111;11110;A;01;011;0116;01160;Growing of ramie
1;11;111;1111;11110;A;01;011;0116;01160;Growing of sisal
1;11;111;1111;11110;A;01;011;0116;01160;Growing of true hemp
1;11;111;1111;11110;A;01;011;0116;01160;Cotton growing
1;11;111;1111;11110;A;01;011;0116;01160;Flax growing
1;11;111;1111;11110;A;01;011;0116;01160;Hemp growing
1;11;111;1111;11110;A;01;011;0116;01160;Jute growing
1;11;111;1111;11110;A;01;011;0116;01160;Linen flax growing
1;11;111;1111;11110;A;01;011;0116;01160;Phormium flax growing
1;11;111;1111;11110;A;01;011;0116;01160;Plants growing, containing vegetable textile fibres retting
1;11;111;1111;11110;A;01;011;0116;01160;Ramie growing
1;11;111;1111;11110;A;01;011;0116;01160;Vegetables textile materials growing
1;11;111;1111;11110;A;01;011;0119;01190;Growing of beet seeds (excluding sugar beet seeds) 
1;11;111;1111;11110;A;01;011;0119;01190;Growing of other non-perennial crops
1;11;111;1111;11110;A;01;011;0119;01190;Growing of seeds of forage plants
1;11;111;1111;11110;A;01;011;0119;01190;Growing of swedes, mangolds, fodder roots, clover, alfalfa, sainfoin, maize and other grasses, forage kale and similar forage products
1;11;111;1112;11120;A;01;011;0119;01190;Growing of flower seeds (except sunflower seed)
1;11;111;1112;11120;A;01;011;0119;01190;Growing of flowers
1;11;111;1112;11120;A;01;011;0119;01190;Production of  flower buds
1;11;111;1112;11120;A;01;011;0119;01190;Production of cut flowers
1;11;111;1111;11110;A;01;011;0119;01190;Aloe vera growing
1;11;111;1111;11110;A;01;011;0119;01190;Canary seed growing
1;11;111;1111;11110;A;01;011;0119;01190;Clover seed growing
1;11;111;1111;11110;A;01;011;0119;01190;Crops growing n.e.c. (non perennial)
1;11;111;1111;11110;A;01;011;0119;01190;Fodder growing
1;11;111;1111;11110;A;01;011;0119;01190;Forage sorghum growing
1;11;111;1111;11110;A;01;011;0119;01190;Grain seed growing
1;11;111;1111;11110;A;01;011;0119;01190;Grass seed growing
1;11;111;1111;11110;A;01;011;0119;01190;Hay growing
1;11;111;1111;11110;A;01;011;0119;01190;Lucerne growing
1;11;111;1111;11110;A;01;011;0119;01190;Pasture seed growing
1;11;111;1111;11110;A;01;011;0119;01190;Ryecorn growing
1;11;111;1111;11110;A;01;011;0119;01190;Seeds production used for sowing and of sugar beet and forage plants
1;11;111;1111;11110;A;01;011;0119;01190;Silage production
1;11;111;1111;11110;A;01;011;0119;01190;Sudan grass production
1;11;111;1111;11110;A;01;011;0119;01190;Teasel (also teazel or teazle) plant growing
1;11;111;1111;11110;A;01;011;0119;01190;Turf growing (not in the wild)
1;11;111;1112;11120;A;01;011;0119;01190;Bamboo growing and cutting (own) for ornamental purposes
1;11;111;1112;11120;A;01;011;0119;01190;Carnation growing
1;11;111;1112;11120;A;01;011;0119;01190;Display foliage growing
1;11;111;1112;11120;A;01;011;0119;01190;Floriculture activities
1;11;111;1112;11120;A;01;011;0119;01190;Flower buds growing
1;11;111;1112;11120;A;01;011;0119;01190;Flower growing
1;11;111;1112;11120;A;01;011;0119;01190;Flower seed growing
1;11;111;1112;11120;A;01;011;0119;01190;Gerbera growing
1;11;111;1112;11120;A;01;011;0119;01190;Gypsophila growing
1;11;111;1112;11120;A;01;011;0119;01190;Lavender growing
1;11;111;1112;11120;A;01;011;0119;01190;Living plants for planting or ornamental purposes growing
1;11;111;1112;11120;A;01;011;0119;01190;Nursery products growing
1;11;111;1112;11120;A;01;011;0119;01190;Orchid growing
1;11;111;1112;11120;A;01;011;0119;01190;Plant nursery operation
1;11;111;1112;11120;A;01;011;0119;01190;Rose growing
1;11;111;1112;11120;A;01;011;0119;01190;Vine stock nursery operation
1;11;111;1113;11130;A;01;012;0121;01210;Growing of grapes
1;11;111;1113;11130;A;01;012;0121;01210;Growing of table grapes in vineyards
1;11;111;1113;11130;A;01;012;0121;01210;Growing of wine grapes in vineyards
1;11;111;1113;11130;A;01;012;0121;01210;Grape drying undertaken in conjunction with the growing thereof
1;11;111;1113;11130;A;01;012;0121;01210;Grape growing
1;11;111;1113;11130;A;01;012;0121;01210;Table grape growing
1;11;111;1113;11130;A;01;012;0121;01210;Vineyard operation
1;11;111;1113;11130;A;01;012;0121;01210;Viticulture activity (growing of grapes)
1;11;111;1113;11130;A;01;012;0121;01210;Wine manufacturing, done at the same location as grape growing
1;11;111;1113;11130;A;01;012;0122;01220;Bread fruit growing
1;11;111;1113;11130;A;01;012;0122;01220;Avocado growing
1;11;111;1113;11130;A;01;012;0122;01220;Babaco growing
1;11;111;1113;11130;A;01;012;0122;01220;Banana growing
1;11;111;1113;11130;A;01;012;0122;01220;Cherimoya growing
1;11;111;1113;11130;A;01;012;0122;01220;Dates growing
1;11;111;1113;11130;A;01;012;0122;01220;Feijoa growing
1;11;111;1113;11130;A;01;012;0122;01220;Fig growing
1;11;111;1113;11130;A;01;012;0122;01220;Growing of other tropical and subtropical fruits
1;11;111;1113;11130;A;01;012;0122;01220;Growing of tropical and subtropical fruit: avocados
1;11;111;1113;11130;A;01;012;0122;01220;Growing of tropical and subtropical fruit: bananas
1;11;111;1113;11130;A;01;012;0122;01220;Growing of tropical and subtropical fruit: dates
1;11;111;1113;11130;A;01;012;0122;01220;Growing of tropical and subtropical fruit: figs
1;11;111;1113;11130;A;01;012;0122;01220;Growing of tropical and subtropical fruit: guavas
1;11;111;1113;11130;A;01;012;0122;01220;Growing of tropical and subtropical fruit: mangoes
1;11;111;1113;11130;A;01;012;0122;01220;Growing of tropical and subtropical fruit: papayas
1;11;111;1113;11130;A;01;012;0122;01220;Growing of tropical and subtropical fruit: pineapples
1;11;111;1113;11130;A;01;012;0122;01220;Growing of tropical and subtropical fruit: plantains
1;11;111;1113;11130;A;01;012;0122;01220;Guavas growing
1;11;111;1113;11130;A;01;012;0122;01220;Litchi growing
1;11;111;1113;11130;A;01;012;0122;01220;Loquat growing
1;11;111;1113;11130;A;01;012;0122;01220;Mango growing
1;11;111;1113;11130;A;01;012;0122;01220;Passionfruit growing
1;11;111;1113;11130;A;01;012;0122;01220;Pineapple growing and farming
1;11;111;1113;11130;A;01;012;0122;01220;Sub-tropical fruit drying undertaken in conjunction with the growing thereof
1;11;111;1113;11130;A;01;012;0122;01220;Subtropical fruit growing
1;11;111;1113;11130;A;01;012;0122;01220;Tamarillo growing
1;11;111;1113;11130;A;01;012;0122;01220;Tropical fruit drying undertaken in conjunction with the growing thereof
1;11;111;1113;11130;A;01;012;0123;01230;Citrus fruit drying undertaken in conjunction with the growing thereof
1;11;111;1113;11130;A;01;012;0123;01230;Citrus fruit grove
1;11;111;1113;11130;A;01;012;0123;01230;Citrus fruit growing
1;11;111;1113;11130;A;01;012;0123;01230;Citrus orchard (growing)
1;11;111;1113;11130;A;01;012;0123;01230;Cumquat growing
1;11;111;1113;11130;A;01;012;0123;01230;Grape fruit growing
1;11;111;1113;11130;A;01;012;0123;01230;Growing of citrus fruits
1;11;111;1113;11130;A;01;012;0123;01230;Growing of citrus fruits: clementines
1;11;111;1113;11130;A;01;012;0123;01230;Growing of citrus fruits: grapefruit 
1;11;111;1113;11130;A;01;012;0123;01230;Growing of citrus fruits: lemons 
1;11;111;1113;11130;A;01;012;0123;01230;Growing of citrus fruits: limes
1;11;111;1113;11130;A;01;012;0123;01230;Growing of citrus fruits: mandarins 
1;11;111;1113;11130;A;01;012;0123;01230;Growing of citrus fruits: oranges
1;11;111;1113;11130;A;01;012;0123;01230;Growing of citrus fruits: pomelo
1;11;111;1113;11130;A;01;012;0123;01230;Growing of citrus fruits: tangerines
1;11;111;1113;11130;A;01;012;0123;01230;Lemon growing
1;11;111;1113;11130;A;01;012;0123;01230;Mandarin growing
1;11;111;1113;11130;A;01;012;0123;01230;Nectarine growing
1;11;111;1113;11130;A;01;012;0123;01230;Orange growing
1;11;111;1113;11130;A;01;012;0123;01230;Persimmon growing
1;11;111;1113;11130;A;01;012;0123;01230;Tangelo growing (partly pomelo and partly tangerine)
1;11;111;1113;11130;A;01;012;0124;01240;Apples growing
1;11;111;1113;11130;A;01;012;0124;01240;Apricot growing
1;11;111;1113;11130;A;01;012;0124;01240;Asian pear growing
1;11;111;1113;11130;A;01;012;0124;01240;Deciduous fruit growing (soft fruit)
1;11;111;1113;11130;A;01;012;0124;01240;Growing of other pome fruits and stone fruits n.e.c
1;11;111;1113;11130;A;01;012;0124;01240;Growing of pome fruits and stone fruits
1;11;111;1113;11130;A;01;012;0124;01240;Growing of pome fruits and stone fruits: apples
1;11;111;1113;11130;A;01;012;0124;01240;Growing of pome fruits and stone fruits: apricots
1;11;111;1113;11130;A;01;012;0124;01240;Growing of pome fruits and stone fruits: cherries
1;11;111;1113;11130;A;01;012;0124;01240;Growing of pome fruits and stone fruits: nectarines
1;11;111;1113;11130;A;01;012;0124;01240;Growing of pome fruits and stone fruits: peaches
1;11;111;1113;11130;A;01;012;0124;01240;Growing of pome fruits and stone fruits: pears
1;11;111;1113;11130;A;01;012;0124;01240;Growing of pome fruits and stone fruits: plums
1;11;111;1113;11130;A;01;012;0124;01240;Growing of pome fruits and stone fruits: quinces
1;11;111;1113;11130;A;01;012;0124;01240;Growing of pome fruits and stone fruits: sloes
1;11;111;1113;11130;A;01;012;0124;01240;Growing of pome fruits and stone fruits: sour cherries
1;11;111;1113;11130;A;01;012;0124;01240;Nashi pear growing
1;11;111;1113;11130;A;01;012;0124;01240;Orchard pipfruit growing
1;11;111;1113;11130;A;01;012;0124;01240;Orchard stonefruit growing
1;11;111;1113;11130;A;01;012;0124;01240;Peach growing
1;11;111;1113;11130;A;01;012;0124;01240;Pear growing
1;11;111;1113;11130;A;01;012;0124;01240;Plum or prune growing
1;11;111;1113;11130;A;01;012;0124;01240;Pone fruit drying undertaken in conjunction with the growing thereof
1;11;111;1113;11130;A;01;012;0124;01240;Quince growing
1;11;111;1113;11130;A;01;012;0124;01240;Stone fruit drying undertaken in conjunction with the growing thereof
1;11;111;1113;11130;A;01;012;0125;01250;Growing of other tree and bush fruits: locust beans
1;11;111;1113;11130;A;01;012;0125;01250;Almond growing
1;11;111;1113;11130;A;01;012;0125;01250;Berries growing
1;11;111;1113;11130;A;01;012;0125;01250;Berryfruit growing
1;11;111;1113;11130;A;01;012;0125;01250;Berryfruit orchard
1;11;111;1113;11130;A;01;012;0125;01250;Blackberry growing
1;11;111;1113;11130;A;01;012;0125;01250;Blackcurrant growing
1;11;111;1113;11130;A;01;012;0125;01250;Blue berry growing
1;11;111;1113;11130;A;01;012;0125;01250;Boysenberry growing
1;11;111;1113;11130;A;01;012;0125;01250;Bush fruits and nuts drying undertaken in conjunction with the growing thereof
1;11;111;1113;11130;A;01;012;0125;01250;Cashew nut growing
1;11;111;1113;11130;A;01;012;0125;01250;Cherries growing
1;11;111;1113;11130;A;01;012;0125;01250;Chestnut growing
1;11;111;1113;11130;A;01;012;0125;01250;Cranberry growing
1;11;111;1113;11130;A;01;012;0125;01250;Currant growing (red or black)
1;11;111;1113;11130;A;01;012;0125;01250;Edible nuts growing
1;11;111;1113;11130;A;01;012;0125;01250;Gooseberry growing
1;11;111;1113;11130;A;01;012;0125;01250;Growing of berries: blueberries
1;11;111;1113;11130;A;01;012;0125;01250;Growing of berries: currants
1;11;111;1113;11130;A;01;012;0125;01250;Growing of berries: gooseberries
1;11;111;1113;11130;A;01;012;0125;01250;Growing of berries: kiwi fruit
1;11;111;1113;11130;A;01;012;0125;01250;Growing of berries: raspberries
1;11;111;1113;11130;A;01;012;0125;01250;Growing of berries: strawberries
1;11;111;1113;11130;A;01;012;0125;01250;Growing of edible nuts: almonds
1;11;111;1113;11130;A;01;012;0125;01250;Growing of edible nuts: cashew nuts
1;11;111;1113;11130;A;01;012;0125;01250;Growing of edible nuts: chestnuts
1;11;111;1113;11130;A;01;012;0125;01250;Growing of edible nuts: hazelnuts
1;11;111;1113;11130;A;01;012;0125;01250;Growing of edible nuts: pistachios
1;11;111;1113;11130;A;01;012;0125;01250;Growing of edible nuts: walnuts
1;11;111;1113;11130;A;01;012;0125;01250;Growing of fruit seeds
1;11;111;1113;11130;A;01;012;0125;01250;Growing of other berries
1;11;111;1113;11130;A;01;012;0125;01250;Growing of other edible nuts
1;11;111;1113;11130;A;01;012;0125;01250;Growing of other tree and bush fruits and nuts
1;11;111;1113;11130;A;01;012;0125;01250;Kiwifruit growing
1;11;111;1113;11130;A;01;012;0125;01250;Loganberry growing
1;11;111;1113;11130;A;01;012;0125;01250;Macadamia nut growing
1;11;111;1113;11130;A;01;012;0125;01250;Mulberry growing
1;11;111;1113;11130;A;01;012;0125;01250;Mulberry tree cultivating
1;11;111;1113;11130;A;01;012;0125;01250;Nut bearing tree growing
1;11;111;1113;11130;A;01;012;0125;01250;Nuts growing
1;11;111;1113;11130;A;01;012;0125;01250;Pecan nut growing
1;11;111;1113;11130;A;01;012;0125;01250;Raspberry growing
1;11;111;1113;11130;A;01;012;0125;01250;Redcurrant growing
1;11;111;1113;11130;A;01;012;0125;01250;Soft fruit growing
1;11;111;1113;11130;A;01;012;0125;01250;Strawberry growing
1;11;111;1113;11130;A;01;012;0125;01250;Walnut growing
1;11;111;1111;11110;A;01;012;0126;01260;Growing of oleaginous fruits: oil palms
1;11;111;1112;11120;A;01;012;0126;01260;Growing of oleaginous fruits: olives
1;11;111;1113;11130;A;01;012;0126;01260;Growing of oleaginous fruits
1;11;111;1113;11130;A;01;012;0126;01260;Growing of oleaginous fruits: coconuts
1;11;111;1113;11130;A;01;012;0126;01260;Growing of other oleaginous fruits
1;11;111;1111;11110;A;01;012;0126;01260;Oleaginous fruit growing
1;11;111;1112;11120;A;01;012;0126;01260;Olives growing
1;11;111;1113;11130;A;01;012;0126;01260;Coconut growing
1;11;111;1113;11130;A;01;012;0126;01260;Oleaginous fruit drying undertaken in conjunction with the growing thereof
1;11;111;1113;11130;A;01;012;0127;01270;Growing of beverage crops
1;11;111;1113;11130;A;01;012;0127;01270;Growing of beverage crops: cocoa
1;11;111;1113;11130;A;01;012;0127;01270;Growing of beverage crops: coffee
1;11;111;1113;11130;A;01;012;0127;01270;Growing of beverage crops: maté
1;11;111;1113;11130;A;01;012;0127;01270;Growing of beverage crops: tea
1;11;111;1113;11130;A;01;012;0127;01270;Growing of other beverage crops
1;11;111;1113;11130;A;01;012;0127;01270;Beverage crops growing
1;11;111;1113;11130;A;01;012;0127;01270;Coffee growing
1;11;111;1113;11130;A;01;012;0127;01270;Coffee of cocoa beans growing
1;11;111;1113;11130;A;01;012;0127;01270;Mate leaves growing
1;11;111;1113;11130;A;01;012;0127;01270;Tea drying and packing undertaken in conjunction with the growing thereof
1;11;111;1113;11130;A;01;012;0127;01270;Tea leaves growing
1;11;111;1113;11130;A;01;012;0127;01270;Tea plantation (farming)
1;11;111;1111;11110;A;01;012;0128;01280;Growing of drug crops
1;11;111;1111;11110;A;01;012;0128;01280;Growing of hops
